Energy virulence model		dt	E_lower	 E_upper									
m	5997	0.01	0.5	0.9									
													
			smooth_step parameter										
			step_time	1.5									
													
				"E (Energy) series is fixed here, ie not calculated "									
k	t	E_lower (lhs)	E_upper (lhs)	E (lhs)	Step-Virulence (rhs)	Smooth-Step_Virulence (rhs)	E_lower<E<E_upper	E<E_lower	from below	t_last_switch	smoothstep		
4686	46.86	0.5	0.9	1.558224149	0	0	0	0	0	39.240	1.000		
4687	46.87	0.5	0.9	1.558741559	0	0	0	0	0	39.240	1.000		
4688	46.88	0.5	0.9	1.559258127	0	0	0	0	0	39.240	1.000		
4689	46.89	0.5	0.9	1.559773854	0	0	0	0	0	39.240	1.000		
4690	46.9	0.5	0.9	1.560288739	0	0	0	0	0	39.240	1.000		
4691	46.91	0.5	0.9	1.560802782	0	0	0	0	0	39.240	1.000		
4692	46.92	0.5	0.9	1.561315984	0	0	0	0	0	39.240	1.000		
4693	46.93	0.5	0.9	1.561828346	0	0	0	0	0	39.240	1.000		
4694	46.94	0.5	0.9	1.562339867	0	0	0	0	0	39.240	1.000		
4695	46.95	0.5	0.9	1.562850548	0	0	0	0	0	39.240	1.000		
4696	46.96	0.5	0.9	1.563360389	0	0	0	0	0	39.240	1.000		
4697	46.97	0.5	0.9	1.56386939	0	0	0	0	0	39.240	1.000		
4698	46.98	0.5	0.9	1.564377552	0	0	0	0	0	39.240	1.000		
4699	46.99	0.5	0.9	1.564884874	0	0	0	0	0	39.240	1.000		
4700	47	0.5	0.9	1.565391357	0	0	0	0	0	39.240	1.000		
4701	47.01	0.5	0.9	1.565897002	0	0	0	0	0	39.240	1.000		
4702	47.02	0.5	0.9	1.566401808	0	0	0	0	0	39.240	1.000		
4703	47.03	0.5	0.9	1.566905776	0	0	0	0	0	39.240	1.000		
4704	47.04	0.5	0.9	1.567408906	0	0	0	0	0	39.240	1.000		
4705	47.05	0.5	0.9	1.567911199	0	0	0	0	0	39.240	1.000		
4706	47.06	0.5	0.9	1.568412654	0	0	0	0	0	39.240	1.000		
4707	47.07	0.5	0.9	1.568913271	0	0	0	0	0	39.240	1.000		
4708	47.08	0.5	0.9	1.569413052	0	0	0	0	0	39.240	1.000		
4709	47.09	0.5	0.9	1.569911997	0	0	0	0	0	39.240	1.000		
4710	47.1	0.5	0.9	1.570410105	0	0	0	0	0	39.240	1.000		
4711	47.11	0.5	0.9	1.570907377	0	0	0	0	0	39.240	1.000		
4712	47.12	0.5	0.9	1.571403813	0	0	0	0	0	39.240	1.000		
4713	47.13	0.5	0.9	1.571899413	0	0	0	0	0	39.240	1.000		
4714	47.14	0.5	0.9	1.572394178	0	0	0	0	0	39.240	1.000		
4715	47.15	0.5	0.9	1.572888108	0	0	0	0	0	39.240	1.000		
4716	47.16	0.5	0.9	1.573381203	0	0	0	0	0	39.240	1.000		
4717	47.17	0.5	0.9	1.573873464	0	0	0	0	0	39.240	1.000		
4718	47.18	0.5	0.9	1.574364891	0	0	0	0	0	39.240	1.000		
4719	47.19	0.5	0.9	1.574855483	0	0	0	0	0	39.240	1.000		
4720	47.2	0.5	0.9	1.575345242	0	0	0	0	0	39.240	1.000		
4721	47.21	0.5	0.9	1.575834167	0	0	0	0	0	39.240	1.000		
4722	47.22	0.5	0.9	1.576322259	0	0	0	0	0	39.240	1.000		
4723	47.23	0.5	0.9	1.576809518	0	0	0	0	0	39.240	1.000		
4724	47.24	0.5	0.9	1.577295945	0	0	0	0	0	39.240	1.000		
4725	47.25	0.5	0.9	1.577781539	0	0	0	0	0	39.240	1.000		
4726	47.26	0.5	0.9	1.5782663	0	0	0	0	0	39.240	1.000		
4727	47.27	0.5	0.9	1.57875023	0	0	0	0	0	39.240	1.000		
4728	47.28	0.5	0.9	1.579233329	0	0	0	0	0	39.240	1.000		
4729	47.29	0.5	0.9	1.579715595	0	0	0	0	0	39.240	1.000		
4730	47.3	0.5	0.9	1.580197031	0	0	0	0	0	39.240	1.000		
4731	47.31	0.5	0.9	1.580677636	0	0	0	0	0	39.240	1.000		
4732	47.32	0.5	0.9	1.58115741	0	0	0	0	0	39.240	1.000		
4733	47.33	0.5	0.9	1.581636354	0	0	0	0	0	39.240	1.000		
4734	47.34	0.5	0.9	1.582114468	0	0	0	0	0	39.240	1.000		
4735	47.35	0.5	0.9	1.582591753	0	0	0	0	0	39.240	1.000		
4736	47.36	0.5	0.9	1.583068207	0	0	0	0	0	39.240	1.000		
4737	47.37	0.5	0.9	1.583543833	0	0	0	0	0	39.240	1.000		
4738	47.38	0.5	0.9	1.584018629	0	0	0	0	0	39.240	1.000		
4739	47.39	0.5	0.9	1.584492597	0	0	0	0	0	39.240	1.000		
4740	47.4	0.5	0.9	1.584965736	0	0	0	0	0	39.240	1.000		
4741	47.41	0.5	0.9	1.585438047	0	0	0	0	0	39.240	1.000		
4742	47.42	0.5	0.9	1.58590953	0	0	0	0	0	39.240	1.000		
4743	47.43	0.5	0.9	1.586380186	0	0	0	0	0	39.240	1.000		
4744	47.44	0.5	0.9	1.586850014	0	0	0	0	0	39.240	1.000		
4745	47.45	0.5	0.9	1.587319014	0	0	0	0	0	39.240	1.000		
4746	47.46	0.5	0.9	1.587787188	0	0	0	0	0	39.240	1.000		
4747	47.47	0.5	0.9	1.588254536	0	0	0	0	0	39.240	1.000		
4748	47.48	0.5	0.9	1.588721057	0	0	0	0	0	39.240	1.000		
4749	47.49	0.5	0.9	1.589186752	0	0	0	0	0	39.240	1.000		
4750	47.5	0.5	0.9	1.589651621	0	0	0	0	0	39.240	1.000		
4751	47.51	0.5	0.9	1.590115665	0	0	0	0	0	39.240	1.000		
4752	47.52	0.5	0.9	1.590578883	0	0	0	0	0	39.240	1.000		
4753	47.53	0.5	0.9	1.591041276	0	0	0	0	0	39.240	1.000		
4754	47.54	0.5	0.9	1.591502845	0	0	0	0	0	39.240	1.000		
4755	47.55	0.5	0.9	1.591963589	0	0	0	0	0	39.240	1.000		
4756	47.56	0.5	0.9	1.592423509	0	0	0	0	0	39.240	1.000		
4757	47.57	0.5	0.9	1.592882605	0	0	0	0	0	39.240	1.000		
4758	47.58	0.5	0.9	1.593340877	0	0	0	0	0	39.240	1.000		
4759	47.59	0.5	0.9	1.593798326	0	0	0	0	0	39.240	1.000		
4760	47.6	0.5	0.9	1.594254952	0	0	0	0	0	39.240	1.000		
4761	47.61	0.5	0.9	1.594710755	0	0	0	0	0	39.240	1.000		
4762	47.62	0.5	0.9	1.595165735	0	0	0	0	0	39.240	1.000		
4763	47.63	0.5	0.9	1.595619893	0	0	0	0	0	39.240	1.000		
4764	47.64	0.5	0.9	1.596073228	0	0	0	0	0	39.240	1.000		
4765	47.65	0.5	0.9	1.596525743	0	0	0	0	0	39.240	1.000		
4766	47.66	0.5	0.9	1.596977435	0	0	0	0	0	39.240	1.000		
4767	47.67	0.5	0.9	1.597428306	0	0	0	0	0	39.240	1.000		
4768	47.68	0.5	0.9	1.597878356	0	0	0	0	0	39.240	1.000		
4769	47.69	0.5	0.9	1.598327586	0	0	0	0	0	39.240	1.000		
4770	47.7	0.5	0.9	1.598775995	0	0	0	0	0	39.240	1.000		
4771	47.71	0.5	0.9	1.599223584	0	0	0	0	0	39.240	1.000		
4772	47.72	0.5	0.9	1.599670353	0	0	0	0	0	39.240	1.000		
4773	47.73	0.5	0.9	1.600116302	0	0	0	0	0	39.240	1.000		
4774	47.74	0.5	0.9	1.600561432	0	0	0	0	0	39.240	1.000		
4775	47.75	0.5	0.9	1.601005742	0	0	0	0	0	39.240	1.000		
4776	47.76	0.5	0.9	1.601449234	0	0	0	0	0	39.240	1.000		
4777	47.77	0.5	0.9	1.601891907	0	0	0	0	0	39.240	1.000		
4778	47.78	0.5	0.9	1.602333762	0	0	0	0	0	39.240	1.000		
4779	47.79	0.5	0.9	1.602774799	0	0	0	0	0	39.240	1.000		
4780	47.8	0.5	0.9	1.603215018	0	0	0	0	0	39.240	1.000		
4781	47.81	0.5	0.9	1.60365442	0	0	0	0	0	39.240	1.000		
4782	47.82	0.5	0.9	1.604093004	0	0	0	0	0	39.240	1.000		
4783	47.83	0.5	0.9	1.604530772	0	0	0	0	0	39.240	1.000		
4784	47.84	0.5	0.9	1.604967723	0	0	0	0	0	39.240	1.000		
4785	47.85	0.5	0.9	1.605403857	0	0	0	0	0	39.240	1.000		
4786	47.86	0.5	0.9	1.605839175	0	0	0	0	0	39.240	1.000		
4787	47.87	0.5	0.9	1.606273677	0	0	0	0	0	39.240	1.000		
4788	47.88	0.5	0.9	1.606707364	0	0	0	0	0	39.240	1.000		
4789	47.89	0.5	0.9	1.607140235	0	0	0	0	0	39.240	1.000		
4790	47.9	0.5	0.9	1.607572291	0	0	0	0	0	39.240	1.000		
4791	47.91	0.5	0.9	1.608003532	0	0	0	0	0	39.240	1.000		
4792	47.92	0.5	0.9	1.608433959	0	0	0	0	0	39.240	1.000		
4793	47.93	0.5	0.9	1.608863572	0	0	0	0	0	39.240	1.000		
4794	47.94	0.5	0.9	1.60929237	0	0	0	0	0	39.240	1.000		
4795	47.95	0.5	0.9	1.609720355	0	0	0	0	0	39.240	1.000		
4796	47.96	0.5	0.9	1.610147526	0	0	0	0	0	39.240	1.000		
4797	47.97	0.5	0.9	1.610573885	0	0	0	0	0	39.240	1.000		
4798	47.98	0.5	0.9	1.61099943	0	0	0	0	0	39.240	1.000		
4799	47.99	0.5	0.9	1.611424162	0	0	0	0	0	39.240	1.000		
4800	48	0.5	0.9	1.611848083	0	0	0	0	0	39.240	1.000		
4801	48.01	0.5	0.9	1.612271191	0	0	0	0	0	39.240	1.000		
4802	48.02	0.5	0.9	1.612693487	0	0	0	0	0	39.240	1.000		
4803	48.03	0.5	0.9	1.613114972	0	0	0	0	0	39.240	1.000		
4804	48.04	0.5	0.9	1.613535645	0	0	0	0	0	39.240	1.000		
4805	48.05	0.5	0.9	1.613955507	0	0	0	0	0	39.240	1.000		
4806	48.06	0.5	0.9	1.614374559	0	0	0	0	0	39.240	1.000		
4807	48.07	0.5	0.9	1.6147928	0	0	0	0	0	39.240	1.000		
4808	48.08	0.5	0.9	1.615210231	0	0	0	0	0	39.240	1.000		
4809	48.09	0.5	0.9	1.615626852	0	0	0	0	0	39.240	1.000		
4810	48.1	0.5	0.9	1.616042664	0	0	0	0	0	39.240	1.000		
4811	48.11	0.5	0.9	1.616457666	0	0	0	0	0	39.240	1.000		
4812	48.12	0.5	0.9	1.616871859	0	0	0	0	0	39.240	1.000		
4813	48.13	0.5	0.9	1.617285243	0	0	0	0	0	39.240	1.000		
4814	48.14	0.5	0.9	1.617697818	0	0	0	0	0	39.240	1.000		
4815	48.15	0.5	0.9	1.618109585	0	0	0	0	0	39.240	1.000		
4816	48.16	0.5	0.9	1.618520544	0	0	0	0	0	39.240	1.000		
4817	48.17	0.5	0.9	1.618930696	0	0	0	0	0	39.240	1.000		
4818	48.18	0.5	0.9	1.61934004	0	0	0	0	0	39.240	1.000		
4819	48.19	0.5	0.9	1.619748576	0	0	0	0	0	39.240	1.000		
4820	48.2	0.5	0.9	1.620156306	0	0	0	0	0	39.240	1.000		
4821	48.21	0.5	0.9	1.620563229	0	0	0	0	0	39.240	1.000		
4822	48.22	0.5	0.9	1.620969346	0	0	0	0	0	39.240	1.000		
4823	48.23	0.5	0.9	1.621374657	0	0	0	0	0	39.240	1.000		
4824	48.24	0.5	0.9	1.621779161	0	0	0	0	0	39.240	1.000		
4825	48.25	0.5	0.9	1.622182861	0	0	0	0	0	39.240	1.000		
4826	48.26	0.5	0.9	1.622585754	0	0	0	0	0	39.240	1.000		
4827	48.27	0.5	0.9	1.622987843	0	0	0	0	0	39.240	1.000		
4828	48.28	0.5	0.9	1.623389127	0	0	0	0	0	39.240	1.000		
4829	48.29	0.5	0.9	1.623789607	0	0	0	0	0	39.240	1.000		
4830	48.3	0.5	0.9	1.624189283	0	0	0	0	0	39.240	1.000		
4831	48.31	0.5	0.9	1.624588154	0	0	0	0	0	39.240	1.000		
4832	48.32	0.5	0.9	1.624986222	0	0	0	0	0	39.240	1.000		
4833	48.33	0.5	0.9	1.625383486	0	0	0	0	0	39.240	1.000		
4834	48.34	0.5	0.9	1.625779948	0	0	0	0	0	39.240	1.000		
4835	48.35	0.5	0.9	1.626175606	0	0	0	0	0	39.240	1.000		
4836	48.36	0.5	0.9	1.626570462	0	0	0	0	0	39.240	1.000		
4837	48.37	0.5	0.9	1.626964516	0	0	0	0	0	39.240	1.000		
4838	48.38	0.5	0.9	1.627357768	0	0	0	0	0	39.240	1.000		
4839	48.39	0.5	0.9	1.627750218	0	0	0	0	0	39.240	1.000		
4840	48.4	0.5	0.9	1.628141866	0	0	0	0	0	39.240	1.000		
4841	48.41	0.5	0.9	1.628532714	0	0	0	0	0	39.240	1.000		
4842	48.42	0.5	0.9	1.62892276	0	0	0	0	0	39.240	1.000		
4843	48.43	0.5	0.9	1.629312006	0	0	0	0	0	39.240	1.000		
4844	48.44	0.5	0.9	1.629700451	0	0	0	0	0	39.240	1.000		
4845	48.45	0.5	0.9	1.630088097	0	0	0	0	0	39.240	1.000		
4846	48.46	0.5	0.9	1.630474942	0	0	0	0	0	39.240	1.000		
4847	48.47	0.5	0.9	1.630860988	0	0	0	0	0	39.240	1.000		
4848	48.48	0.5	0.9	1.631246235	0	0	0	0	0	39.240	1.000		
4849	48.49	0.5	0.9	1.631630683	0	0	0	0	0	39.240	1.000		
4850	48.5	0.5	0.9	1.632014332	0	0	0	0	0	39.240	1.000		
4851	48.51	0.5	0.9	1.632397182	0	0	0	0	0	39.240	1.000		
4852	48.52	0.5	0.9	1.632779235	0	0	0	0	0	39.240	1.000		
4853	48.53	0.5	0.9	1.633160489	0	0	0	0	0	39.240	1.000		
4854	48.54	0.5	0.9	1.633540946	0	0	0	0	0	39.240	1.000		
4855	48.55	0.5	0.9	1.633920606	0	0	0	0	0	39.240	1.000		
4856	48.56	0.5	0.9	1.634299469	0	0	0	0	0	39.240	1.000		
4857	48.57	0.5	0.9	1.634677535	0	0	0	0	0	39.240	1.000		
4858	48.58	0.5	0.9	1.635054804	0	0	0	0	0	39.240	1.000		
4859	48.59	0.5	0.9	1.635431277	0	0	0	0	0	39.240	1.000		
4860	48.6	0.5	0.9	1.635806954	0	0	0	0	0	39.240	1.000		
4861	48.61	0.5	0.9	1.636181836	0	0	0	0	0	39.240	1.000		
4862	48.62	0.5	0.9	1.636555922	0	0	0	0	0	39.240	1.000		
4863	48.63	0.5	0.9	1.636929213	0	0	0	0	0	39.240	1.000		
4864	48.64	0.5	0.9	1.637301709	0	0	0	0	0	39.240	1.000		
4865	48.65	0.5	0.9	1.63767341	0	0	0	0	0	39.240	1.000		
4866	48.66	0.5	0.9	1.638044318	0	0	0	0	0	39.240	1.000		
4867	48.67	0.5	0.9	1.638414431	0	0	0	0	0	39.240	1.000		
4868	48.68	0.5	0.9	1.638783751	0	0	0	0	0	39.240	1.000		
4869	48.69	0.5	0.9	1.639152277	0	0	0	0	0	39.240	1.000		
4870	48.7	0.5	0.9	1.63952001	0	0	0	0	0	39.240	1.000		
4871	48.71	0.5	0.9	1.639886949	0	0	0	0	0	39.240	1.000		
4872	48.72	0.5	0.9	1.640253097	0	0	0	0	0	39.240	1.000		
4873	48.73	0.5	0.9	1.640618452	0	0	0	0	0	39.240	1.000		
4874	48.74	0.5	0.9	1.640983015	0	0	0	0	0	39.240	1.000		
4875	48.75	0.5	0.9	1.641346786	0	0	0	0	0	39.240	1.000		
4876	48.76	0.5	0.9	1.641709766	0	0	0	0	0	39.240	1.000		
4877	48.77	0.5	0.9	1.642071954	0	0	0	0	0	39.240	1.000		
4878	48.78	0.5	0.9	1.642433351	0	0	0	0	0	39.240	1.000		
4879	48.79	0.5	0.9	1.642793958	0	0	0	0	0	39.240	1.000		
4880	48.8	0.5	0.9	1.643153775	0	0	0	0	0	39.240	1.000		
4881	48.81	0.5	0.9	1.643512801	0	0	0	0	0	39.240	1.000		
4882	48.82	0.5	0.9	1.643871037	0	0	0	0	0	39.240	1.000		
4883	48.83	0.5	0.9	1.644228484	0	0	0	0	0	39.240	1.000		
4884	48.84	0.5	0.9	1.644585141	0	0	0	0	0	39.240	1.000		
4885	48.85	0.5	0.9	1.64494101	0	0	0	0	0	39.240	1.000		
4886	48.86	0.5	0.9	1.64529609	0	0	0	0	0	39.240	1.000		
4887	48.87	0.5	0.9	1.645650381	0	0	0	0	0	39.240	1.000		
4888	48.88	0.5	0.9	1.646003884	0	0	0	0	0	39.240	1.000		
4889	48.89	0.5	0.9	1.646356599	0	0	0	0	0	39.240	1.000		
4890	48.9	0.5	0.9	1.646708527	0	0	0	0	0	39.240	1.000		
4891	48.91	0.5	0.9	1.647059667	0	0	0	0	0	39.240	1.000		
4892	48.92	0.5	0.9	1.64741002	0	0	0	0	0	39.240	1.000		
4893	48.93	0.5	0.9	1.647759587	0	0	0	0	0	39.240	1.000		
4894	48.94	0.5	0.9	1.648108367	0	0	0	0	0	39.240	1.000		
4895	48.95	0.5	0.9	1.64845636	0	0	0	0	0	39.240	1.000		
4896	48.96	0.5	0.9	1.648803568	0	0	0	0	0	39.240	1.000		
4897	48.97	0.5	0.9	1.64914999	0	0	0	0	0	39.240	1.000		
4898	48.98	0.5	0.9	1.649495627	0	0	0	0	0	39.240	1.000		
4899	48.99	0.5	0.9	1.649840478	0	0	0	0	0	39.240	1.000		
4900	49	0.5	0.9	1.650184545	0	0	0	0	0	39.240	1.000		
4901	49.01	0.5	0.9	1.650527827	0	0	0	0	0	39.240	1.000		
4902	49.02	0.5	0.9	1.650870325	0	0	0	0	0	39.240	1.000		
4903	49.03	0.5	0.9	1.651212039	0	0	0	0	0	39.240	1.000		
4904	49.04	0.5	0.9	1.651552969	0	0	0	0	0	39.240	1.000		
4905	49.05	0.5	0.9	1.651893115	0	0	0	0	0	39.240	1.000		
4906	49.06	0.5	0.9	1.652232479	0	0	0	0	0	39.240	1.000		
4907	49.07	0.5	0.9	1.65257106	0	0	0	0	0	39.240	1.000		
4908	49.08	0.5	0.9	1.652908858	0	0	0	0	0	39.240	1.000		
4909	49.09	0.5	0.9	1.653245873	0	0	0	0	0	39.240	1.000		
4910	49.1	0.5	0.9	1.653582107	0	0	0	0	0	39.240	1.000		
4911	49.11	0.5	0.9	1.653917559	0	0	0	0	0	39.240	1.000		
4912	49.12	0.5	0.9	1.65425223	0	0	0	0	0	39.240	1.000		
4913	49.13	0.5	0.9	1.654586119	0	0	0	0	0	39.240	1.000		
4914	49.14	0.5	0.9	1.654919227	0	0	0	0	0	39.240	1.000		
4915	49.15	0.5	0.9	1.655251555	0	0	0	0	0	39.240	1.000		
4916	49.16	0.5	0.9	1.655583102	0	0	0	0	0	39.240	1.000		
4917	49.17	0.5	0.9	1.65591387	0	0	0	0	0	39.240	1.000		
4918	49.18	0.5	0.9	1.656243857	0	0	0	0	0	39.240	1.000		
4919	49.19	0.5	0.9	1.656573065	0	0	0	0	0	39.240	1.000		
4920	49.2	0.5	0.9	1.656901494	0	0	0	0	0	39.240	1.000		
4921	49.21	0.5	0.9	1.657229144	0	0	0	0	0	39.240	1.000		
4922	49.22	0.5	0.9	1.657556015	0	0	0	0	0	39.240	1.000		
4923	49.23	0.5	0.9	1.657882108	0	0	0	0	0	39.240	1.000		
4924	49.24	0.5	0.9	1.658207422	0	0	0	0	0	39.240	1.000		
4925	49.25	0.5	0.9	1.658531959	0	0	0	0	0	39.240	1.000		
4926	49.26	0.5	0.9	1.658855718	0	0	0	0	0	39.240	1.000		
4927	49.27	0.5	0.9	1.6591787	0	0	0	0	0	39.240	1.000		
4928	49.28	0.5	0.9	1.659500905	0	0	0	0	0	39.240	1.000		
4929	49.29	0.5	0.9	1.659822334	0	0	0	0	0	39.240	1.000		
4930	49.3	0.5	0.9	1.660142985	0	0	0	0	0	39.240	1.000		
4931	49.31	0.5	0.9	1.660462861	0	0	0	0	0	39.240	1.000		
4932	49.32	0.5	0.9	1.660781961	0	0	0	0	0	39.240	1.000		
4933	49.33	0.5	0.9	1.661100285	0	0	0	0	0	39.240	1.000		
4934	49.34	0.5	0.9	1.661417834	0	0	0	0	0	39.240	1.000		
4935	49.35	0.5	0.9	1.661734608	0	0	0	0	0	39.240	1.000		
4936	49.36	0.5	0.9	1.662050607	0	0	0	0	0	39.240	1.000		
4937	49.37	0.5	0.9	1.662365832	0	0	0	0	0	39.240	1.000		
4938	49.38	0.5	0.9	1.662680283	0	0	0	0	0	39.240	1.000		
4939	49.39	0.5	0.9	1.66299396	0	0	0	0	0	39.240	1.000		
4940	49.4	0.5	0.9	1.663306863	0	0	0	0	0	39.240	1.000		
4941	49.41	0.5	0.9	1.663618992	0	0	0	0	0	39.240	1.000		
4942	49.42	0.5	0.9	1.663930349	0	0	0	0	0	39.240	1.000		
4943	49.43	0.5	0.9	1.664240933	0	0	0	0	0	39.240	1.000		
4944	49.44	0.5	0.9	1.664550745	0	0	0	0	0	39.240	1.000		
4945	49.45	0.5	0.9	1.664859784	0	0	0	0	0	39.240	1.000		
4946	49.46	0.5	0.9	1.665168051	0	0	0	0	0	39.240	1.000		
4947	49.47	0.5	0.9	1.665475547	0	0	0	0	0	39.240	1.000		
4948	49.48	0.5	0.9	1.665782272	0	0	0	0	0	39.240	1.000		
4949	49.49	0.5	0.9	1.666088225	0	0	0	0	0	39.240	1.000		
4950	49.5	0.5	0.9	1.666393407	0	0	0	0	0	39.240	1.000		
4951	49.51	0.5	0.9	1.666697819	0	0	0	0	0	39.240	1.000		
4952	49.52	0.5	0.9	1.667001461	0	0	0	0	0	39.240	1.000		
4953	49.53	0.5	0.9	1.667304333	0	0	0	0	0	39.240	1.000		
4954	49.54	0.5	0.9	1.667606435	0	0	0	0	0	39.240	1.000		
4955	49.55	0.5	0.9	1.667907768	0	0	0	0	0	39.240	1.000		
4956	49.56	0.5	0.9	1.668208332	0	0	0	0	0	39.240	1.000		
4957	49.57	0.5	0.9	1.668508127	0	0	0	0	0	39.240	1.000		
4958	49.58	0.5	0.9	1.668807154	0	0	0	0	0	39.240	1.000		
4959	49.59	0.5	0.9	1.669105412	0	0	0	0	0	39.240	1.000		
4960	49.6	0.5	0.9	1.669402902	0	0	0	0	0	39.240	1.000		
4961	49.61	0.5	0.9	1.669699625	0	0	0	0	0	39.240	1.000		
4962	49.62	0.5	0.9	1.66999558	0	0	0	0	0	39.240	1.000		
4963	49.63	0.5	0.9	1.670290768	0	0	0	0	0	39.240	1.000		
4964	49.64	0.5	0.9	1.670585189	0	0	0	0	0	39.240	1.000		
4965	49.65	0.5	0.9	1.670878844	0	0	0	0	0	39.240	1.000		
4966	49.66	0.5	0.9	1.671171732	0	0	0	0	0	39.240	1.000		
4967	49.67	0.5	0.9	1.671463855	0	0	0	0	0	39.240	1.000		
4968	49.68	0.5	0.9	1.671755212	0	0	0	0	0	39.240	1.000		
4969	49.69	0.5	0.9	1.672045803	0	0	0	0	0	39.240	1.000		
4970	49.7	0.5	0.9	1.672335629	0	0	0	0	0	39.240	1.000		
4971	49.71	0.5	0.9	1.672624691	0	0	0	0	0	39.240	1.000		
4972	49.72	0.5	0.9	1.672912987	0	0	0	0	0	39.240	1.000		
4973	49.73	0.5	0.9	1.67320052	0	0	0	0	0	39.240	1.000		
4974	49.74	0.5	0.9	1.673487289	0	0	0	0	0	39.240	1.000		
4975	49.75	0.5	0.9	1.673773294	0	0	0	0	0	39.240	1.000		
4976	49.76	0.5	0.9	1.674058535	0	0	0	0	0	39.240	1.000		
4977	49.77	0.5	0.9	1.674343013	0	0	0	0	0	39.240	1.000		
4978	49.78	0.5	0.9	1.674626729	0	0	0	0	0	39.240	1.000		
4979	49.79	0.5	0.9	1.674909682	0	0	0	0	0	39.240	1.000		
4980	49.8	0.5	0.9	1.675191873	0	0	0	0	0	39.240	1.000		
4981	49.81	0.5	0.9	1.675473301	0	0	0	0	0	39.240	1.000		
4982	49.82	0.5	0.9	1.675753968	0	0	0	0	0	39.240	1.000		
4983	49.83	0.5	0.9	1.676033874	0	0	0	0	0	39.240	1.000		
4984	49.84	0.5	0.9	1.676313018	0	0	0	0	0	39.240	1.000		
4985	49.85	0.5	0.9	1.676591402	0	0	0	0	0	39.240	1.000		
4986	49.86	0.5	0.9	1.676869025	0	0	0	0	0	39.240	1.000		
4987	49.87	0.5	0.9	1.677145887	0	0	0	0	0	39.240	1.000		
4988	49.88	0.5	0.9	1.67742199	0	0	0	0	0	39.240	1.000		
4989	49.89	0.5	0.9	1.677697333	0	0	0	0	0	39.240	1.000		
4990	49.9	0.5	0.9	1.677971916	0	0	0	0	0	39.240	1.000		
4991	49.91	0.5	0.9	1.678245741	0	0	0	0	0	39.240	1.000		
4992	49.92	0.5	0.9	1.678518806	0	0	0	0	0	39.240	1.000		
4993	49.93	0.5	0.9	1.678791113	0	0	0	0	0	39.240	1.000		
4994	49.94	0.5	0.9	1.679062661	0	0	0	0	0	39.240	1.000		
4995	49.95	0.5	0.9	1.679333452	0	0	0	0	0	39.240	1.000		
4996	49.96	0.5	0.9	1.679603485	0	0	0	0	0	39.240	1.000		
4997	49.97	0.5	0.9	1.67987276	0	0	0	0	0	39.240	1.000		
4998	49.98	0.5	0.9	1.680141278	0	0	0	0	0	39.240	1.000		
4999	49.99	0.5	0.9	1.68040904	0	0	0	0	0	39.240	1.000		
5000	50	0.5	0.9	1.680676045	0	0	0	0	0	39.240	1.000		
5001	50.01	0.5	0.9	1.680942293	0	0	0	0	0	39.240	1.000		
5002	50.02	0.5	0.9	1.681207786	0	0	0	0	0	39.240	1.000		
5003	50.03	0.5	0.9	1.681472522	0	0	0	0	0	39.240	1.000		
5004	50.04	0.5	0.9	1.681736504	0	0	0	0	0	39.240	1.000		
5005	50.05	0.5	0.9	1.68199973	0	0	0	0	0	39.240	1.000		
5006	50.06	0.5	0.9	1.682262201	0	0	0	0	0	39.240	1.000		
5007	50.07	0.5	0.9	1.682523918	0	0	0	0	0	39.240	1.000		
5008	50.08	0.5	0.9	1.68278488	0	0	0	0	0	39.240	1.000		
5009	50.09	0.5	0.9	1.683045088	0	0	0	0	0	39.240	1.000		
5010	50.1	0.5	0.9	1.683304543	0	0	0	0	0	39.240	1.000		
5011	50.11	0.5	0.9	1.681804543	0	0	0	0	0	39.240	1.000		
5012	50.12	0.5	0.9	1.680304543	0	0	0	0	0	39.240	1.000		
5013	50.13	0.5	0.9	1.678804543	0	0	0	0	0	39.240	1.000		
5014	50.14	0.5	0.9	1.677304543	0	0	0	0	0	39.240	1.000		
5015	50.15	0.5	0.9	1.675804543	0	0	0	0	0	39.240	1.000		
5016	50.16	0.5	0.9	1.674304543	0	0	0	0	0	39.240	1.000		
5017	50.17	0.5	0.9	1.672804543	0	0	0	0	0	39.240	1.000		
5018	50.18	0.5	0.9	1.671304543	0	0	0	0	0	39.240	1.000		
5019	50.19	0.5	0.9	1.669804543	0	0	0	0	0	39.240	1.000		
5020	50.2	0.5	0.9	1.668304543	0	0	0	0	0	39.240	1.000		
5021	50.21	0.5	0.9	1.666804543	0	0	0	0	0	39.240	1.000		
5022	50.22	0.5	0.9	1.665304543	0	0	0	0	0	39.240	1.000		
5023	50.23	0.5	0.9	1.663804543	0	0	0	0	0	39.240	1.000		
5024	50.24	0.5	0.9	1.662304543	0	0	0	0	0	39.240	1.000		
5025	50.25	0.5	0.9	1.660804543	0	0	0	0	0	39.240	1.000		
5026	50.26	0.5	0.9	1.659304543	0	0	0	0	0	39.240	1.000		
5027	50.27	0.5	0.9	1.657804543	0	0	0	0	0	39.240	1.000		
5028	50.28	0.5	0.9	1.656304543	0	0	0	0	0	39.240	1.000		
5029	50.29	0.5	0.9	1.654804543	0	0	0	0	0	39.240	1.000		
5030	50.3	0.5	0.9	1.653304543	0	0	0	0	0	39.240	1.000		
